CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear
642,Google Data Analytics Certificate,Data Science,Data Analysis,Hindi,"R, Machine Learning, Deep Learning, Python, Data Analysis",Katherine White,4.8 stars,57746,31 hours,Udemy,$199,Yes,Advanced,2020
643,Tableau Data Visualization,Data Science,Big Data,English,"Python, Excel, R, Power BI, Data Analysis",Michelle Krause,3.7 stars,94364,52 hours,Udemy,$19,Yes,Advanced,2020
644,AI For Everyone,Data Science,Big Data,French,"Data Analysis, Excel, SQL, Power BI, Machine Learning",Alexander Garrett,5.0 stars,70191,15 hours,Udemy,$0,No,Intermediate,2024
645,Data Structures and Algorithms Specialization,Data Science,Machine Learning,English,"Data Analysis, Power BI, Machine Learning, SQL, Deep Learning",Ryan Marsh,4.0 stars,54928,50 hours,FutureLearn,$49,Yes,Intermediate,2023
646,Google Data Analytics Certificate,Data Science,Big Data,French,"Data Analysis, Power BI, SQL, Excel, Python",Mrs. Felicia Castro DDS,4.8 stars,53678,59 hours,FutureLearn,$99,Yes,Advanced,2024
647,The Science of Well-Being,Computer Science,Cybersecurity,English,"React, Azure, JavaScript, SQL, AWS",Curtis Campbell,4.3 stars,47496,5 hours,Coursera,$99,Yes,Intermediate,2018
648,Full-Stack Web Development with React,Computer Science,Cybersecurity,Hindi,"AWS, Azure, React, Python, JavaScript",Elizabeth Hunter,3.6 stars,35735,56 hours,Udemy,$19,Yes,Intermediate,2018
649,Applied Data Science with Python,Data Science,Data Analysis,Hindi,"Power BI, Deep Learning, Machine Learning, R, SQL",Aaron Jennings,3.2 stars,83618,32 hours,edX,$0,Yes,Advanced,2023
650,Machine Learning by Stanford University,Data Science,Data Analysis,French,"Data Analysis, Excel, Power BI, R, SQL",Nathaniel Gilbert,4.3 stars,36329,56 hours,edX,$0,Yes,Advanced,2024
651,Data Structures and Algorithms Specialization,Data Science,Machine Learning,Hindi,"SQL, Python, Deep Learning, R, Machine Learning",Christopher Rivera,4.1 stars,10626,38 hours,Udemy,$299,Yes,Intermediate,2019
652,Data Structures and Algorithms Specialization,Data Science,Machine Learning,Spanish,"Power BI, SQL, Data Analysis, Excel, Deep Learning",Michael Hendricks,4.0 stars,65988,56 hours,Udemy,$199,Yes,Advanced,2018
653,Applied Data Science with Python,Data Science,Statistics,French,"R, Excel, Machine Learning, Power BI, Python",Maria Olson,3.5 stars,2496,27 hours,Coursera,$49,Yes,Beginner,2018
654,Deep Learning Specialization,Business,Leadership,Hindi,"Excel, Communication, Power BI, Leadership, Critical Thinking",Stephanie Herrera,3.5 stars,3941,12 hours,FutureLearn,$0,No,Beginner,2020
655,Google Data Analytics Certificate,Data Science,Statistics,French,"Power BI, Python, SQL, Machine Learning, Deep Learning",Richard Gutierrez,3.1 stars,7761,17 hours,Udemy,$0,No,Beginner,2023
656,Full-Stack Web Development with React,Computer Science,Web Development,English,"JavaScript, AWS, React, SQL, Azure",Sandy Evans,4.6 stars,4351,5 hours,Udemy,$0,No,Intermediate,2021
657,Business Analytics with Excel,Business,Leadership,French,"Excel, Leadership, Communication, Power BI, Critical Thinking",Emily Herrera,4.5 stars,72815,31 hours,Coursera,$99,Yes,Advanced,2018
658,Java Programming and Software Engineering,Computer Science,Cloud Computing,Spanish,"Python, SQL, JavaScript, AWS, Azure",Michael Marsh,4.7 stars,83479,34 hours,edX,$0,No,Intermediate,2018
659,Introduction to Data Science in Python,Data Science,Machine Learning,Hindi,"SQL, Excel, Machine Learning, Data Analysis, Power BI",Heather Montes,4.4 stars,3066,35 hours,Udemy,$29,Yes,Advanced,2022
660,Java Programming and Software Engineering,Computer Science,Cloud Computing,English,"AWS, JavaScript, React, Azure, Python",Andre Terrell,4.4 stars,61434,12 hours,FutureLearn,$99,Yes,Beginner,2021
661,Statistics with Python,Data Science,Machine Learning,Hindi,"SQL, Power BI, R, Machine Learning, Excel",Sarah Duncan,4.4 stars,99474,42 hours,FutureLearn,$19,Yes,Intermediate,2021
662,Machine Learning by Stanford University,Data Science,Big Data,Hindi,"SQL, R, Excel, Machine Learning, Data Analysis",Kurt Hancock,3.1 stars,55048,40 hours,Coursera,$299,Yes,Beginner,2019
663,Cybersecurity for Business,Business,Marketing,English,"Power BI, Leadership, Communication, Excel, Critical Thinking",Michele Edwards,3.0 stars,85471,21 hours,edX,$49,Yes,Beginner,2024
664,Big Data Essentials,Data Science,Deep Learning,English,"Machine Learning, Excel, SQL, Deep Learning, Python",Jason Crawford,4.6 stars,50490,43 hours,FutureLearn,$49,Yes,Advanced,2020
665,Natural Language Processing with Deep Learning,Arts,Painting,French,"Communication, Photography, Design, Creativity",Jesse Sampson,4.4 stars,46828,9 hours,FutureLearn,$49,Yes,Advanced,2023
666,Excel to MySQL: Analytic Techniques,Data Science,Machine Learning,English,"Machine Learning, R, Data Analysis, SQL, Python",Eric Rodriguez,4.5 stars,53390,24 hours,Udemy,$29,Yes,Intermediate,2018
667,Java Programming and Software Engineering,Computer Science,Programming,Spanish,"React, JavaScript, Python, AWS, Azure",Paula Gentry,4.8 stars,20618,23 hours,Udemy,$0,Yes,Advanced,2023
668,Deep Learning Specialization,Data Science,Statistics,English,"Machine Learning, R, SQL, Data Analysis, Power BI",Alexander Webb,3.4 stars,1439,24 hours,Coursera,$99,Yes,Advanced,2021
669,Machine Learning by Stanford University,Data Science,Statistics,Hindi,"SQL, Power BI, Python, Data Analysis, Excel",Cheryl Mclean,3.2 stars,9441,29 hours,FutureLearn,$0,Yes,Advanced,2020
670,Business Analytics with Excel,Business,Strategy,Spanish,"Critical Thinking, Communication, Excel, Leadership, Power BI",Kelly Rowe,3.5 stars,72183,10 hours,Coursera,$199,Yes,Beginner,2020
671,Full-Stack Web Development with React,Computer Science,Programming,Hindi,"JavaScript, SQL, React, Python, AWS",Shane Short,4.0 stars,76804,55 hours,FutureLearn,$299,Yes,Beginner,2020
672,Excel to MySQL: Analytic Techniques,Data Science,Big Data,English,"Machine Learning, R, Data Analysis, Deep Learning, Python",Megan Anderson,4.8 stars,64676,26 hours,Coursera,$19,Yes,Beginner,2019
673,Python for Everybody,Data Science,Statistics,Spanish,"Deep Learning, Power BI, R, Machine Learning, Python",Julia Reeves,3.5 stars,49432,59 hours,Coursera,$29,Yes,Advanced,2024
674,Statistics with Python,Data Science,Statistics,Spanish,"Excel, SQL, Power BI, Machine Learning, Python",April Randolph,4.6 stars,57133,53 hours,edX,$19,Yes,Intermediate,2021
675,Business Analytics with Excel,Business,Finance,English,"Critical Thinking, Excel, Leadership, Power BI, Communication",Linda Miller,3.1 stars,26782,8 hours,FutureLearn,$49,Yes,Beginner,2020
676,Cybersecurity for Business,Business,Finance,English,"Communication, Critical Thinking, Power BI, Leadership, Excel",Angel Meyer,3.4 stars,63889,25 hours,edX,$199,Yes,Beginner,2022
677,Natural Language Processing with Deep Learning,Data Science,Deep Learning,French,"Excel, Data Analysis, Python, Power BI, R",Emily Lane,4.3 stars,50342,8 hours,Udemy,$199,Yes,Advanced,2019
678,Deep Learning Specialization,Computer Science,Cybersecurity,Spanish,"React, AWS, Azure, JavaScript, Python",Steven Flores,5.0 stars,58911,31 hours,FutureLearn,$19,Yes,Intermediate,2019
679,AI For Everyone,Data Science,Machine Learning,English,"Excel, Deep Learning, Machine Learning, SQL, R",Donald Flores,4.7 stars,92690,18 hours,edX,$49,Yes,Beginner,2023
680,The Science of Well-Being,IT & Software,DevOps,Hindi,"DevOps, Critical Thinking, Networking, AWS, Azure",Bruce Hernandez,3.4 stars,69438,32 hours,FutureLearn,$99,Yes,Advanced,2018
681,SQL for Data Science,Data Science,Big Data,Hindi,"Python, Power BI, Data Analysis, R, Machine Learning",Adrian Dean,3.4 stars,91053,26 hours,edX,$99,Yes,Beginner,2020
682,Deep Learning Specialization,Data Science,Data Analysis,Hindi,"Python, Deep Learning, R, Power BI, SQL",Christine Bell,4.2 stars,97382,10 hours,edX,$49,Yes,Advanced,2024
683,Introduction to Data Science in Python,Data Science,Big Data,Spanish,"Power BI, Data Analysis, Python, Excel, SQL",Charles Bush,3.8 stars,7672,52 hours,FutureLearn,$199,Yes,Advanced,2022
684,Java Programming and Software Engineering,Computer Science,Cloud Computing,English,"React, SQL, AWS, Python, JavaScript",David Jones,4.2 stars,3720,20 hours,edX,$49,Yes,Beginner,2024
685,The Science of Well-Being,Business,Finance,Hindi,"Excel, Critical Thinking, Communication, Leadership, Power BI",Gina Wallace,3.4 stars,92658,16 hours,Udemy,$199,Yes,Advanced,2019
686,AWS Cloud Practitioner Essentials,IT & Software,DevOps,French,"AWS, Critical Thinking, DevOps, Azure, Networking",John Lowe,3.9 stars,15919,36 hours,Coursera,$199,Yes,Intermediate,2019
687,Statistics with Python,Data Science,Machine Learning,Spanish,"R, SQL, Excel, Deep Learning, Data Analysis",Anthony Simmons,3.5 stars,72515,30 hours,Udemy,$0,No,Beginner,2020
688,Natural Language Processing with Deep Learning,Business,Leadership,Hindi,"Critical Thinking, Leadership, Power BI, Communication, Excel",Kyle Watkins,4.5 stars,74632,55 hours,Coursera,$0,No,Beginner,2020
689,Cybersecurity for Business,Business,Business Analytics,English,"Critical Thinking, Communication, Excel, Leadership, Power BI",Melissa Jensen,4.7 stars,59158,34 hours,Coursera,$49,Yes,Beginner,2024
690,Deep Learning Specialization,Data Science,Big Data,Spanish,"Machine Learning, Excel, Python, Data Analysis, Deep Learning",Robert Marquez,4.2 stars,27451,16 hours,FutureLearn,$0,No,Intermediate,2019
691,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,French,"R, Machine Learning, Excel, SQL, Python",Kim Beltran,3.3 stars,36621,55 hours,FutureLearn,$299,Yes,Intermediate,2019
692,Natural Language Processing with Deep Learning,IT & Software,Cloud Computing,Spanish,"Critical Thinking, Azure, Networking, AWS, DevOps",Julie Anderson,3.5 stars,20583,27 hours,edX,$299,Yes,Beginner,2023
693,Deep Learning Specialization,IT & Software,Cybersecurity,French,"Critical Thinking, Azure, AWS, DevOps, Networking",Tamara Mcdonald,3.4 stars,11504,15 hours,Coursera,$299,Yes,Intermediate,2019
694,Statistics with Python,Data Science,Data Analysis,French,"Python, Data Analysis, R, Machine Learning, Excel",Michael Mckinney,4.4 stars,59418,30 hours,edX,$19,Yes,Beginner,2021
695,Natural Language Processing with Deep Learning,Business,Strategy,Spanish,"Communication, Power BI, Leadership, Excel, Critical Thinking",David Walker,3.0 stars,94837,5 hours,FutureLearn,$99,Yes,Intermediate,2024
696,Introduction to Data Science in Python,Data Science,Machine Learning,English,"Power BI, Deep Learning, Machine Learning, Data Analysis, Excel",Lisa Durham,3.3 stars,71618,5 hours,Coursera,$299,Yes,Advanced,2024
697,Full-Stack Web Development with React,Computer Science,Web Development,Spanish,"AWS, JavaScript, Python, Azure, SQL",Michael Ortega,4.8 stars,31320,44 hours,Coursera,$29,Yes,Intermediate,2020
698,Tableau Data Visualization,Data Science,Statistics,Hindi,"Python, R, SQL, Deep Learning, Power BI",Sonya Chavez,3.5 stars,22816,5 hours,Udemy,$29,Yes,Beginner,2020
699,Data Structures and Algorithms Specialization,Data Science,Machine Learning,English,"Python, SQL, Data Analysis, Deep Learning, R",John Bell,3.2 stars,95702,19 hours,edX,$299,Yes,Intermediate,2020
700,Full-Stack Web Development with React,Computer Science,Programming,Hindi,"Python, React, SQL, AWS, JavaScript",Christopher Tate,4.5 stars,32291,17 hours,Udemy,$99,Yes,Intermediate,2024
701,Java Programming and Software Engineering,Computer Science,Web Development,English,"React, Python, Azure, JavaScript, SQL",Bethany Garcia,3.7 stars,97961,52 hours,Udemy,$299,Yes,Beginner,2019
702,Python for Everybody,Data Science,Data Analysis,Spanish,"R, Python, SQL, Excel, Power BI",Rebecca Nguyen,4.5 stars,51587,25 hours,Udemy,$49,Yes,Beginner,2018
703,Google Data Analytics Certificate,Data Science,Deep Learning,French,"Machine Learning, Excel, Power BI, SQL, Python",Rebecca Patel,3.6 stars,48818,22 hours,Udemy,$49,Yes,Beginner,2018
704,Full-Stack Web Development with React,Computer Science,Cloud Computing,Hindi,"Python, AWS, SQL, React, JavaScript",Jason Oliver,4.8 stars,44913,44 hours,Coursera,$99,Yes,Advanced,2019
705,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,Spanish,"Power BI, Machine Learning, Python, SQL, Deep Learning",Valerie Reyes,3.5 stars,52631,13 hours,FutureLearn,$49,Yes,Intermediate,2021
706,Java Programming and Software Engineering,Computer Science,Cybersecurity,Hindi,"Python, AWS, React, Azure, SQL",Robert Garza,4.4 stars,81470,32 hours,Coursera,$0,No,Intermediate,2024
707,The Science of Well-Being,Business,Leadership,Hindi,"Leadership, Excel, Communication, Critical Thinking, Power BI",Jessica Cobb,3.5 stars,25141,15 hours,Coursera,$299,Yes,Beginner,2020
708,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,Hindi,"Deep Learning, Data Analysis, Python, Power BI, Excel",Cynthia Bates,4.4 stars,18394,11 hours,Coursera,$29,Yes,Intermediate,2019
709,Python for Everybody,Data Science,Machine Learning,French,"Excel, Machine Learning, R, Power BI, SQL",Timothy Andrews,4.2 stars,16726,28 hours,edX,$29,Yes,Beginner,2019
710,Natural Language Processing with Deep Learning,Data Science,Statistics,Hindi,"Machine Learning, Deep Learning, Data Analysis, Power BI, Python",Mr. Joel Peters,4.5 stars,1073,24 hours,FutureLearn,$99,Yes,Intermediate,2018
711,Business Analytics with Excel,Business,Finance,Hindi,"Critical Thinking, Power BI, Communication, Leadership, Excel",Casey Blanchard,4.2 stars,73263,32 hours,edX,$19,Yes,Beginner,2020
712,Business Analytics with Excel,Business,Strategy,Spanish,"Leadership, Excel, Critical Thinking, Communication, Power BI",Brian Cervantes,3.1 stars,68226,26 hours,edX,$49,Yes,Advanced,2022
713,Java Programming and Software Engineering,Computer Science,Web Development,French,"Azure, AWS, Python, React, SQL",Jamie Snyder,3.3 stars,22631,6 hours,edX,$199,Yes,Intermediate,2021
714,Deep Learning Specialization,Business,Strategy,Spanish,"Excel, Communication, Power BI, Leadership, Critical Thinking",Ann Montoya,3.2 stars,76856,30 hours,Udemy,$199,Yes,Advanced,2019
715,AI For Everyone,Data Science,Deep Learning,Hindi,"Data Analysis, Power BI, Excel, Python, R",Stephanie Fields,3.7 stars,87090,45 hours,FutureLearn,$99,Yes,Beginner,2024
716,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,Spanish,"Excel, SQL, R, Machine Learning, Power BI",Charles Hernandez,4.8 stars,84788,5 hours,Coursera,$99,Yes,Beginner,2024
717,Deep Learning Specialization,Business,Business Analytics,English,"Communication, Leadership, Excel, Critical Thinking, Power BI",Jean Lane,4.2 stars,85968,31 hours,FutureLearn,$299,Yes,Beginner,2024
718,Cybersecurity for Business,Business,Finance,Spanish,"Leadership, Excel, Critical Thinking, Communication, Power BI",Michael Stewart,4.7 stars,6996,42 hours,edX,$29,Yes,Intermediate,2019
719,Java Programming and Software Engineering,Computer Science,Web Development,Hindi,"JavaScript, React, SQL, AWS, Azure",Susan Torres,4.2 stars,6640,52 hours,Coursera,$0,Yes,Advanced,2019
720,Deep Learning Specialization,Business,Marketing,French,"Excel, Power BI, Leadership, Communication, Critical Thinking",Jessica Haas,3.2 stars,77679,19 hours,FutureLearn,$299,Yes,Beginner,2023
721,SQL for Data Science,Data Science,Machine Learning,English,"Power BI, Python, R, SQL, Machine Learning",Brandon Smith,3.6 stars,36929,30 hours,Coursera,$49,Yes,Advanced,2023
722,Tableau Data Visualization,Data Science,Big Data,Hindi,"Python, Machine Learning, Power BI, SQL, Deep Learning",Mrs. Bethany Phillips,4.4 stars,93584,27 hours,Coursera,$29,Yes,Beginner,2022
723,Google Data Analytics Certificate,Data Science,Data Analysis,English,"Machine Learning, Excel, SQL, Deep Learning, Data Analysis",Joshua Brown,3.9 stars,55885,47 hours,Udemy,$49,Yes,Beginner,2023
724,Business Analytics with Excel,Business,Leadership,Spanish,"Excel, Power BI, Critical Thinking, Leadership, Communication",Samantha Howard,3.6 stars,12309,32 hours,edX,$199,Yes,Beginner,2019
725,Cybersecurity for Business,Business,Leadership,Hindi,"Critical Thinking, Communication, Excel, Power BI, Leadership",Sharon Young,3.9 stars,60907,35 hours,FutureLearn,$199,Yes,Advanced,2020
726,Python for Everybody,Data Science,Big Data,Spanish,"Power BI, Excel, Python, Machine Learning, SQL",Jennifer Flores,4.2 stars,23700,44 hours,Coursera,$299,Yes,Intermediate,2021
727,Introduction to Data Science in Python,Data Science,Machine Learning,English,"Excel, Data Analysis, Power BI, Python, Machine Learning",James Gardner,4.7 stars,64903,44 hours,Udemy,$0,No,Beginner,2020
728,Deep Learning Specialization,Business,Leadership,Spanish,"Excel, Communication, Critical Thinking, Leadership, Power BI",Karen Lopez,4.5 stars,10293,54 hours,FutureLearn,$29,Yes,Beginner,2019
729,Introduction to Data Science in Python,Data Science,Data Analysis,Spanish,"Deep Learning, Machine Learning, Data Analysis, SQL, Power BI",Tim Larsen,3.9 stars,99826,5 hours,Udemy,$99,Yes,Intermediate,2024
730,SQL for Data Science,Data Science,Data Analysis,English,"Deep Learning, Excel, SQL, Machine Learning, Power BI",Zachary Santiago,3.6 stars,61390,16 hours,Udemy,$49,Yes,Advanced,2021
731,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,Spanish,"SQL, Deep Learning, Python, Power BI, Data Analysis",Benjamin Smith,4.3 stars,41119,35 hours,edX,$19,Yes,Beginner,2018
732,Big Data Essentials,Data Science,Big Data,English,"R, SQL, Data Analysis, Excel, Python",Katelyn Kim,4.2 stars,28984,35 hours,Coursera,$299,Yes,Intermediate,2023
733,Statistics with Python,Data Science,Big Data,Hindi,"Python, Data Analysis, Machine Learning, Deep Learning, Excel",Angela May MD,3.9 stars,68591,21 hours,edX,$29,Yes,Beginner,2021
